# timestamp,UNIX,node_702:measured_voltage_A[V],node_702:measured_voltage_B[V],node_702:measured_voltage_C[V],node_703:measured_voltage_A[V],node_703:measured_voltage_B[V],node_703:measured_voltage_C[V],angle_node_702_A,angle_node_703_A,diff_angle_node_702_node_703_A,V_diff_node_702_node_703_A,angle_node_702_B,angle_node_703_B,diff_angle_node_702_node_703_B,V_diff_node_702_node_703_B,angle_node_702_C,angle_node_703_C,diff_angle_node_702_node_703_C,V_diff_node_702_node_703_C,node_703:measured_power_A.real[kW],node_703:measured_power_A.imag[kVAr],node_703:measured_power_B.real[kW],node_703:measured_power_B.imag[kVAr],node_704:measured_power_C.real[kW],node_704:measured_power_C.imag[kVAr],P_ES_1,Q_ES_1,P_ES_2,Q_ES_2,P_ES_3,Q_ES_3,objective_function_value
2020-04-06T12:00:00-00:00,1586174401,+2458.43-1397.43j ,-2460.46-1385.84j ,+3.10866+2783.01j ,+2436.48-1392.56j ,-2448.99-1377.91j ,+14.0172+2770.06j ,-0.5168780093420223,-0.5192345096921593,0.002356500350137014,21.949999999999818,-2.628637991849732,-2.6290936653796355,0.00045567352990349974,-11.470000000000255,1.5696793136662737,1.5657361185829122,0.003943195083361495,-10.90854,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,18000.55293487,5999.26268272552,18026.1277297464,5965.004079277391,17816.850233701192,6236.734115214919,2863.311618081283
2020-04-06T12:00:01-00:00,1586174402,+2459.78-1397.63j ,-2461.09-1386.88j ,+2.38974+2784.28j ,+2438.46-1393.02j ,-2450.14-1379.78j ,+13.0805+2771.12j ,-0.5167036600368613,-0.5190268631440155,0.0023232031071541703,21.320000000000164,-2.628426670161418,-2.6287146254571705,0.00028795529575242895,-10.950000000000273,1.5699380297079728,1.566076068252619,0.0038619614553538906,-10.690760000000001,18.0006,5.99927,18.0261,5.96501,17.8169,6.23674,12801.769452731398,9599.483732667148,12883.745266840819,9575.176929747731,12220.629515222874,9750.323305209988,2728.2309705857933
2020-04-06T12:00:02-00:00,1586174403,+2459.46-1397.95j ,-2461.25-1386.52j ,+2.8777+2784.19j ,+2437.95-1393.45j ,-2450.42-1379.12j ,+13.5495+2771.13j ,-0.51685788804752,-0.5192499153543927,0.0023920273068727127,21.51000000000022,-2.6285654987693357,-2.62896800765335,0.0004025088840142743,-10.829999999999927,1.5697627410930401,1.5659068441565218,0.0038558969365183327,-10.671800000000001,12.8018,9.59948,12.883700000000001,9.57518,12.220600000000001,9.75032,6482.588028705861,9360.972867399878,6602.933840596805,9405.31453533786,5654.815435305548,9006.629286183655,2769.031237598668
2020-04-06T12:00:03-00:00,1586174404,+2459.01-1398j ,-2461.16-1386.14j ,+3.20628+2783.81j ,+2437.26-1393.48j ,-2450.24-1378.42j ,+13.9253+2770.84j ,-0.5169518688576439,-0.519381151180989,0.002429282323345161,21.75,-2.6286670708229565,-2.6291535901237153,0.0004865193007588253,-10.920000000000073,1.5696445676654167,1.5657707090170847,0.003873858648332007,-10.71902,6.48259,9.36097,6.602930000000001,9.40531,5.65482,9.00663,1709.0447656618016,5483.38755264319,1801.7772782456268,5625.469302116228,1128.448600326621,4443.8371548634705,2821.695736138882
2020-04-06T12:00:04-00:00,1586174405,+2458.61-1397.78j ,-2460.87-1385.88j ,+3.23345+2783.33j ,+2436.7-1393.11j ,-2449.7-1377.96j ,+14.0449+2770.4j ,-0.5169541461273307,-0.5193657406218432,0.002411594494512448,21.91000000000031,-2.628696894384908,-2.6292020304171437,0.0005051360322356757,-11.170000000000073,1.5696346073633571,1.5657267412915206,0.003907866071836574,-10.81145,1.70904,5.48339,1.80178,5.62547,1.12845,4.44384,328.485965476877,-446.2323786747497,314.4904825736503,-236.26498947751463,553.6596069111074,-1905.50301125959,2855.941216346212
2020-04-06T12:00:05-00:00,1586174406,+2458.43-1397.37j ,-2460.48-1385.85j ,+2.95858+2782.95j ,+2436.49-1392.48j ,-2449-1377.93j ,+13.871+2770j ,-0.5168595632885745,-0.5192079917422617,0.0023484284536872124,21.940000000000055,-2.628638382119743,-2.6290892074731085,0.00045082535336549157,-11.480000000000018,1.5697332179049044,1.565788787423315,0.003944430481589434,-10.912420000000001,0.328486,-0.446232,0.31449,-0.23626499999999998,0.5536599999999999,-1.9055,2912.677828379041,-6054.469600321811,2746.9247369150944,-5864.417300290606,4208.233647543393,-7260.42547678862,2859.9240627980716
2020-04-06T12:00:06-00:00,1586174407,+2458.54-1396.94j ,-2460.15-1386.06j ,+2.50577+2782.85j ,+2436.71-1391.86j ,-2448.42-1378.33j ,+13.4874+2769.82j ,-0.5167081367330557,-0.5189772700661134,0.0022691333330576713,21.829999999999927,-2.628516231540991,-2.6288639124627395,0.0003476809217484167,-11.730000000000018,1.5698958940289225,1.5659269513839527,0.003968942644969831,-10.98163,2.91268,-6.05447,2.7469200000000003,-5.86442,4.2082299999999995,-7.26042,8506.693011954458,-9049.635300478267,8216.128495040011,-8990.075171785371,10582.715194255932,-9219.070859797512,2836.973380017033
2020-04-06T12:00:07-00:00,1586174408,+2458.91-1396.67j ,-2460.01-1386.43j ,+2.07381+2783.06j ,+2437.29-1391.5j ,-2448.19-1379.01j ,+13.0638+2769.93j ,-0.5165604859580467,-0.5187633861740734,0.0022029002160266486,21.61999999999989,-2.6283777377152293,-2.6286128726299673,0.00023513491473803327,-11.820000000000164,1.5700511723188275,1.5660800692937615,0.003971103025065981,-10.98999,8.50669,-9.049629999999999,8.21613,-8.99007,10.5827,-9.21907,14935.061539668868,-8144.424762561746,14624.126434791393,-8291.732032283935,16957.55970610994,-6822.046760246688,2795.688382758829
2020-04-06T12:00:08-00:00,1586174409,+2459.4-1396.67j ,-2460.12-1386.83j ,+1.85198+2783.5j ,+2438-1391.56j ,-2448.41-1379.73j ,+12.7841+2770.28j ,-0.5164749199233625,-0.5186565471901998,0.0021816272668373493,21.40000000000009,-2.628273470394186,-2.6284280752137374,0.00015460481955154037,-11.710000000000036,1.5701309846979965,1.5661816274676983,0.003949357230298212,-10.932120000000001,14.9351,-8.14442,14.6241,-8.29173,16.9576,-6.82205,19658.01086588375,-3634.745396958311,19471.44261184479,-3980.0382548265097,20584.74206095269,-1041.9252744514913,2752.6776191089575
2020-04-06T12:00:09-00:00,1586174410,+2459.8-1396.96j ,-2460.44-1387.11j ,+1.9346+2783.98j ,+2438.56-1392.02j ,-2449.01-1380.2j ,+12.7641+2770.72j ,-0.5164942379244937,-0.5186999617891567,0.0022057238646630006,21.240000000000236,-2.628242749779914,-2.62838720243897,0.00014445265905616012,-11.429999999999836,1.5701014224893344,1.5661895784745772,0.003911844014757193,-10.8295,19.658,-3.63475,19.471400000000003,-3.98004,20.5847,-1.04193,20835.406159084974,2689.128650878609,20890.816059535086,2255.033717789881,19944.89771391191,5619.151896045304,2717.9213636144013
2020-04-06T12:00:10-00:00,1586174411,+2459.95-1397.41j ,-2460.86-1387.15j ,+2.27742+2784.3j ,+2438.75-1392.7j ,-2449.76-1380.23j ,+12.9996+2771.06j ,-0.5166063650722106,-0.5188767040185438,0.002270338946333217,21.199999999999818,-2.628303430688239,-2.6285088650496564,0.00020543436141728932,-11.099999999999909,1.569978376325442,1.5661051600071225,0.0038732163183194945,-10.722179999999998,20.8354,2.68913,20.8908,2.25503,19.9449,5.619149999999999,18102.56755924033,8298.677159916735,18424.919193109552,7949.850994694985,15444.688771667936,10274.10203004489,2707.459829610867
2020-04-06T12:00:11-00:00,1586174412,+2459.81-1397.84j ,-2461.21-1386.95j ,+2.71993+2784.32j ,+2438.49-1393.32j ,-2450.37-1379.84j ,+13.3722+2771.16j ,-0.5167629566141786,-0.5191143159326392,0.002351359318460644,21.320000000000164,-2.6284259370637995,-2.6287361668170535,0.0003102297532540099,-10.840000000000146,1.5698194530394352,1.5659708760055557,0.003848577033879419,-10.65227,18.1026,8.298680000000001,18.4249,7.9498500000000005,15.444700000000001,10.2741,12694.915442222085,10983.376568909302,13187.45405466468,10884.77787822277,9205.257361650893,10955.08425165793,2729.1866891548952
2020-04-06T12:00:12-00:00,1586174413,+2459.44-1398.08j ,-2461.36-1386.58j ,+3.06141+2784.05j ,+2437.91-1393.64j ,-2450.61-1379.17j ,+13.7076+2771j ,-0.5169013310087617,-0.5193157260767353,0.002414395067973585,21.5300000000002,-2.628566105520014,-2.6289856515965218,0.0004195460765079595,-10.75,1.569696702590563,1.5658495609380783,0.003847141652484787,-10.646189999999999,12.6949,10.9834,13.1875,10.884799999999998,9.20526,10.9551,6896.114934264134,9734.400893087235,7366.38521173689,9962.256739259476,4075.435956566309,7456.54533507543,2773.0268964012853
2020-04-06T12:00:13-00:00,1586174414,+2458.99-1398.03j ,-2461.26-1386.2j ,+3.15181+2783.64j ,+2437.26-1393.52j ,-2450.38-1378.51j ,+13.8568+2770.66j ,-0.516964583354084,-0.5193935197966133,0.0024289364425292836,21.729999999999563,-2.628665935896887,-2.6291501055392152,0.0004841696423283359,-10.88000000000011,1.5696640652046374,1.565795105255608,0.0038689599490293602,-10.70499,6.896109999999999,9.734399999999999,7.36639,9.96226,4.07544,7.45655,3108.640906397277,5086.196826055508,3341.5810180456447,5579.681805055594,2390.629091233972,1355.9653872619624,2815.4644680593265
